="description",="record_tracking_list_display_format_id",="age_group_desc",="record_tracking_list_event_id",="gender",="distance",="stroke_code",="course_code",="RANK",="swim_time",="individual_time_id",="relay_time_id",="preferred_name",="first_name",="last_name",="lsc_id",="club_code",="team_code",="ind_meet_name",="rel_meet_name",="country_code",="location",="location_country_code",="swim_date",="session_desc",="relay_lead_yn",="bios_display_swap_first_last_name_yn",="disable_name_swapping_yn"
="World Record Progressions",="2",="",="123",="F",="400",="FR",="LCM",="31",="1/1/1900 12:04:38 AM",="",="",="",="Martha",="Randall",="US",="UN",="",="",="",="USA",="Monaco",="MON",="8/26/1965",="",="N",="N",="N"
="World Record Progressions",="2",="",="123",="F",="400",="FR",="LCM",="32",="1/1/1900 12:04:39 AM",="",="",="",="Martha",="Randall",="US",="UN",="",="",="",="USA",="Maumee",="USA",="8/14/1965",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="1",="1/1/1900 12:07:32 AM",="40741689",="",="Lin",="Lin",="Zhang",="CA",="UN",="",="2009 World Champs ",="",="CHN",="Rome",="ITA",="7/29/2009",="Final",="N",="Y",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="2",="1/1/1900 12:07:38 AM",="18992866",="",="",="Grant",="Hackett",="US",="UN",="",="2005 World Champs",="",="AUS",="Montreal",="CAN",="7/24/2005",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="3",="1/1/1900 12:07:39 AM",="1077765",="",="",="Ian",="Thorpe",="US",="UN",="",="2001 World Champs",="",="AUS",="Fukuoka",="JPN",="7/22/2001",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="4",="1/1/1900 12:07:41 AM",="",="",="",="Ian",="Thorpe",="US",="UN",="",="",="",="AUS",="Hobart",="AUS",="3/26/2001",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="5",="1/1/1900 12:07:46 AM",="",="",="",="Kieren",="Perkins",="US",="UN",="",="",="",="AUS",="Victoria",="AUS",="8/24/1994",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="6",="1/1/1900 12:07:46 AM",="",="",="",="Kieren",="Perkins",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="2/14/1992",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="7",="1/1/1900 12:07:47 AM",="",="",="",="Kieren",="Perkins",="US",="UN",="",="",="",="AUS",="Edmonton",="CAN",="8/25/1991",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="8",="1/1/1900 12:07:50 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Moscow",="URS",="7/4/1986",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="9",="1/1/1900 12:07:52 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Los Angeles",="USA",="7/14/1983",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="10",="1/1/1900 12:07:52 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Moscow",="URS",="2/14/1982",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="11",="1/1/1900 12:07:56 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Minsk",="BLR",="3/23/1979",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="12",="1/1/1900 12:08:01 AM",="",="",="",="Bobby",="Hackett",="US",="UN",="",="",="",="USA",="Long Beach",="USA",="6/21/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="13",="1/1/1900 12:08:02 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="2/29/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="14",="1/1/1900 12:08:06 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="2/27/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="15",="1/1/1900 12:08:09 AM",="",="",="Tim",="Timothy",="Shaw",="CA",="UN",="",="",="",="USA",="Mission Viejo",="USA",="7/13/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="16",="1/1/1900 12:08:13 AM",="",="",="Tim",="Timothy",="Shaw",="CA",="UN",="",="",="",="USA",="Long Beach",="USA",="6/21/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="17",="1/1/1900 12:08:15 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Christchurch",="NZL",="1/25/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="18",="1/1/1900 12:08:15 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Brisbasne",="AUS",="1/17/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="19",="1/1/1900 12:08:15 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Christchuch",="NZL",="1/1/1974",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="20",="1/1/1900 12:08:16 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Belgrade",="SRB",="9/8/1973",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="21",="1/1/1900 12:08:17 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Brisbane",="AUS",="8/5/1973",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="22",="1/1/1900 12:08:23 AM",="",="",="",="Brad",="Cooper",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="1/12/1972",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="23",="1/1/1900 12:08:28 AM",="",="",="",="Graham",="Windeatt",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="4/3/1971",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="24",="1/1/1900 12:08:28 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Louisville",="USA",="8/11/1969",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="25",="1/1/1900 12:08:34 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Long Beach",="USA",="9/3/1968",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="26",="1/1/1900 12:08:42 AM",="",="",="",="Francis",="Luyce",="US",="UN",="",="",="",="FRA",="Dinard",="FRA",="7/21/1967",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="27",="1/1/1900 12:08:46 AM",="",="",="",="Alain",="Mosconi",="US",="UN",="",="",="",="FRA",="Monaco",="MON",="7/5/1967",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="28",="1/1/1900 12:08:47 AM",="",="",="",="John",="Bennett",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="1/16/1967",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="29",="1/1/1900 12:08:47 AM",="",="",="",="Semyon",="Belitz-Geyman",="US",="UN",="",="",="",="RUS",="Kharkov",="URS",="8/3/1966",="",="N",="N",="N"
="World Record Progressions",="2",="",="107",="M",="800",="FR",="LCM",="30",="1/1/1900 12:08:51 AM",="",="",="",="Murray",="Rose",="US",="UN",="",="",="",="AUS",="Los Altos",="USA",="8/26/1962",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="1",="1/1/1900 12:08:04 AM",="110533285",="",="Katie",="Kathleen",="Ledecky",="PV",="UN",="",="2016 Olympic Games",="",="USA",="Rio",="BRA",="8/12/2016",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="2",="1/1/1900 12:08:06 AM",="103621532",="",="Katie",="Kathleen",="Ledecky",="PV",="NCAP",="",="2016 ST Arena Pro Swim at Austin",="",="USA",="Austin",="USA",="1/17/2016",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="3",="1/1/1900 12:08:07 AM",="99520324",="",="Katie",="Kathleen",="Ledecky",="PV",="UN",="",="2015 World Champs",="",="USA",="Kazan",="RUS",="8/8/2015",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="4",="1/1/1900 12:08:11 AM",="86791852",="",="Katie",="Kathleen",="Ledecky",="PV",="NCAP",="",="2014 Woodlands Senior Invite",="",="USA",="Shenandoah",="USA",="6/22/2014",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="5",="1/1/1900 12:08:13 AM",="77853902",="",="Katie",="Kathleen",="Ledecky",="PV",="UN",="",="2013 World Champs",="",="USA",="Barcelona",="ESP",="8/3/2013",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="6",="1/1/1900 12:08:14 AM",="33172998",="",="",="Rebecca",="Adlington",="US",="UN",="",="2008 Olympic Games",="",="GBR",="Beijing",="CHN",="8/16/2008",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="7",="1/1/1900 12:08:16 AM",="1078031",="",="Janet",="Janet",="Evans",="CA",="UN",="",="1989 Pan Pacific Games",="",="USA",="Tokyo",="JPN",="8/20/1989",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="8",="1/1/1900 12:08:17 AM",="",="",="Janet",="Janet",="Evans",="CA",="TROJ",="",="",="",="USA",="Orlando",="USA",="3/22/1988",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="9",="1/1/1900 12:08:19 AM",="",="",="",="Anke",="Mohring",="US",="UN",="",="",="",="GDR",="Strasbourg",="FRA",="8/19/1987",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="10",="1/1/1900 12:08:22 AM",="",="",="Janet",="Janet",="Evans",="CA",="TROJ",="",="",="",="USA",="Clovis",="USA",="7/27/1987",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="11",="1/1/1900 12:08:24 AM",="",="",="",="Tracey",="Wickham",="US",="UN",="",="",="",="AUS",="Edmonton",="CAN",="8/5/1978",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="12",="1/1/1900 12:08:30 AM",="",="",="",="Tracey",="Wickham",="US",="UN",="",="",="",="AUS",="Brisbane",="AUS",="2/21/1978",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="13",="1/1/1900 12:08:31 AM",="",="",="",="Michelle",="Ford",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="1/21/1978",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="14",="1/1/1900 12:08:34 AM",="",="",="",="Michelle",="Ford",="US",="UN",="",="",="",="AUS",="Brisbane",="AUS",="1/6/1978",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="15",="1/1/1900 12:08:35 AM",="",="",="",="Petra",="Thumer",="US",="UN",="",="",="",="GDR",="Laipzig",="GDR",="7/9/1977",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="16",="1/1/1900 12:08:37 AM",="",="",="",="Petra",="Thumer",="US",="UN",="",="",="",="GDR",="Montreal",="CAN",="7/25/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="17",="1/1/1900 12:08:39 AM",="",="",="",="Shirley",="Babashoff",="US",="UN",="",="",="",="USA",="Long Beach",="USA",="6/21/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="18",="1/1/1900 12:08:40 AM",="",="",="",="Petra",="Thumer",="US",="UN",="",="",="",="GDR",="Berlin",="FRG",="6/4/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="19",="1/1/1900 12:08:43 AM",="",="",="",="Jennifer",="Turrall",="US",="UN",="",="",="",="AUS",="London",="GBR",="3/31/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="20",="1/1/1900 12:08:47 AM",="",="",="",="Jo Ann",="Harshbarger",="US",="UN",="",="",="",="USA",="Concord",="USA",="8/25/1974",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="21",="1/1/1900 12:08:47 AM",="",="",="",="Jo Ann",="Harshbarger",="US",="",="",="",="",="USA",="Concord",="USA",="8/25/1974",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="22",="1/1/1900 12:08:50 AM",="",="",="",="Jennifer",="Turrall",="US",="",="",="",="",="AUS",="Sydney",="AUS",="1/5/1974",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="23",="1/1/1900 12:08:52 AM",="",="",="",="Novella",="Calligaris",="US",="",="",="",="",="ITA",="Beograd",="YUG",="9/9/1973",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="24",="1/1/1900 12:08:53 AM",="",="",="",="Keena",="Rothhammer",="US",="",="",="",="",="USA",="Munich",="FRG",="9/3/1972",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="25",="1/1/1900 12:08:53 AM",="",="",="",="Jo Ann",="Harshbarger",="US",="",="",="",="",="USA",="Chicago",="USA",="8/6/1972",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="26",="1/1/1900 12:08:58 AM",="",="",="",="Shane",="Gould",="US",="",="",="",="",="AUS",="Sydney",="AUS",="12/3/1971",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="27",="1/1/1900 12:08:59 AM",="",="",="",="Ann",="Simmons",="US",="",="",="",="",="USA",="Minsk",="URS",="9/10/1971",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="28",="1/1/1900 12:09:02 AM",="",="",="",="Karen",="Moras",="US",="",="",="",="",="AUS",="Edinburgh",="GBR",="7/18/1970",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="29",="1/1/1900 12:09:09 AM",="",="",="",="Karen",="Moras",="US",="",="",="",="",="AUS",="Sydney",="AUS",="3/1/1970",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="30",="1/1/1900 12:09:10 AM",="",="",="",="Deborah",="Meyer",="US",="",="",="",="",="USA",="Long Beach",="USA",="8/28/1968",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="31",="1/1/1900 12:09:17 AM",="",="",="",="Deborah",="Meyer",="US",="",="",="",="",="USA",="Lincoln",="USA",="8/4/1968",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="32",="1/1/1900 12:09:19 AM",="",="",="",="Deborah",="Meyer",="US",="",="",="",="",="USA",="Los Angeles",="USA",="7/21/1968",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="33",="1/1/1900 12:09:22 AM",="",="",="",="Deborah",="Meyer",="US",="",="",="",="",="USA",="Winnipeg",="CAN",="7/29/1967",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="34",="1/1/1900 12:09:35 AM",="",="",="",="Deborah",="Meyer",="US",="",="",="",="",="USA",="Santa Clara",="USA",="7/9/1967",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="35",="1/1/1900 12:09:36 AM",="",="",="",="Sharon",="Finneran",="US",="",="",="",="",="USA",="Los Angeles",="USA",="9/28/1964",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="36",="1/1/1900 12:09:47 AM",="",="",="",="Patty",="Caretto",="US",="",="",="",="",="USA",="Los Altos",="USA",="7/30/1964",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="37",="1/1/1900 12:09:51 AM",="",="",="",="Carolyn",="House",="US",="",="",="",="",="USA",="Los Altos",="USA",="8/26/1962",="",="N",="N",="N"
="World Record Progressions",="2",="",="124",="F",="800",="FR",="LCM",="38",="1/1/1900 12:09:55 AM",="",="",="",="Jane",="Cederquist",="US",="",="",="",="",="SWE",="Uppsala",="SWE",="8/17/1960",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="1",="1/1/1900 12:14:31 AM",="67648654",="",="",="Yang",="Sun",="US",="UN",="",="2012 Olympic Games",="",="CHN",="London",="GBR",="8/4/2012",="Final",="N",="Y",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="2",="1/1/1900 12:14:34 AM",="57940600",="",="",="Yang",="Sun",="US",="UN",="",="2011 World Champs",="",="CHN",="Shanghai",="CHN",="7/31/2011",="Final",="N",="Y",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="3",="1/1/1900 12:14:34 AM",="1077764",="",="",="Grant",="Hackett",="US",="UN",="",="2001 World Champs",="",="AUS",="Fukuoka",="JPN",="7/29/2001",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="4",="1/1/1900 12:14:41 AM",="",="",="",="Kieren",="Perkins",="US",="UN",="",="",="",="AUS",="Victoria",="AUS",="8/24/1994",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="5",="1/1/1900 12:14:43 AM",="",="",="",="Kieren",="Perkins",="US",="UN",="",="",="",="AUS",="Barcelona",="ESP",="7/31/1992",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="6",="1/1/1900 12:14:48 AM",="",="",="",="Kieren",="Perkins",="US",="UN",="",="",="",="AUS",="Canberra",="AUS",="4/5/1992",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="7",="1/1/1900 12:14:50 AM",="",="",="",="Jorg",="Hoffmann",="US",="UN",="",="",="",="GER",="Perth",="AUS",="1/13/1991",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="8",="1/1/1900 12:14:54 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Moscow",="URS",="2/22/1983",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="9",="1/1/1900 12:14:56 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Moscow",="URS",="3/13/1982",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="10",="1/1/1900 12:14:58 AM",="",="",="Vladimir",="Vladimir",="Salnikov",="US",="UN",="",="",="",="RUS",="Moscow",="URS",="7/22/1980",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="11",="1/1/1900 12:15:02 AM",="",="",="Brian",="Brian",="Goodell",="US",="UN",="",="",="",="USA",="Montreal",="CAN",="7/20/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="12",="1/1/1900 12:15:06 AM",="",="",="Brian",="Brian",="Goodell",="US",="UN",="",="",="",="USA",="Long Beach",="USA",="6/21/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="13",="1/1/1900 12:15:10 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Sydney",="AUS",="2/27/1976",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="14",="1/1/1900 12:15:20 AM",="",="",="Tim",="Timothy",="Shaw",="CA",="UN",="",="",="",="USA",="Long Beach",="USA",="6/21/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="15",="1/1/1900 12:15:27 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Christchurch",="NZL",="1/25/1975",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="16",="1/1/1900 12:15:31 AM",="",="",="Tim",="Timothy",="Shaw",="CA",="UN",="",="",="",="USA",="Concord",="USA",="8/25/1974",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="17",="1/1/1900 12:15:31 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Belgrade",="SRB",="9/9/1973",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="18",="1/1/1900 12:15:37 AM",="",="",="",="Stephen",="Holland",="US",="UN",="",="",="",="AUS",="Brisbane",="AUS",="8/5/1973",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="19",="1/1/1900 12:15:52 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Munich",="FRG",="9/4/1972",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="20",="1/1/1900 12:15:52 AM",="",="",="Rick",="Richard",="DeMont",="AZ",="FORD",="",="",="",="USA",="Chicago",="USA",="8/6/1972",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="21",="1/1/1900 12:15:57 AM",="",="",="",="John",="Kinsella",="US",="UN",="",="",="",="USA",="Los Angeles",="USA",="8/23/1970",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="22",="1/1/1900 12:16:04 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Louisville",="USA",="8/17/1969",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="23",="1/1/1900 12:16:08 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Long Beach",="USA",="9/3/1968",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="24",="1/1/1900 12:16:28 AM",="",="",="",="Guillermo",="Echevarria",="US",="UN",="",="",="",="MEX",="Santa Clara",="USA",="7/7/1968",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="25",="1/1/1900 12:16:34 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Oak Park",="USA",="8/13/1967",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="26",="1/1/1900 12:16:41 AM",="",="",="Mike",="Michael",="Burton",="MT",="UN",="",="",="",="USA",="Lincoln",="USA",="8/21/1966",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="27",="1/1/1900 12:16:58 AM",="",="",="",="Stephen",="Krause",="US",="UN",="",="",="",="USA",="Maumee",="USA",="8/15/1965",="",="N",="N",="N"
="World Record Progressions",="2",="",="108",="M",="1500",="FR",="LCM",="28",="1/1/1900 12:16:58 AM",="",="",="",="Roy",="Saari",="US",="UN",="",="",="",="USA",="New York",="USA",="9/2/1964",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="1",="1/1/1900 12:15:20 AM",="130047709",="",="Katie",="Kathleen",="Ledecky",="PV",="STAN",="",="2018 Indianapolis PSS",="",="USA",="Indianapolis",="USA",="5/16/2018",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="2",="1/1/1900 12:15:25 AM",="99479734",="",="Katie",="Kathleen",="Ledecky",="PV",="UN",="",="2015 World Champs",="",="USA",="Kazan",="RUS",="8/4/2015",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="3",="1/1/1900 12:15:27 AM",="99378013",="",="Katie",="Kathleen",="Ledecky",="PV",="UN",="",="2015 World Champs",="",="USA",="Kazan",="RUS",="8/3/2015",="Prelim",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="4",="1/1/1900 12:15:28 AM",="88616670",="",="Katie",="Kathleen",="Ledecky",="PV",="NCAP",="",="2014 Pan Pacific Championships",="",="USA",="Gold Coast",="AUS",="8/24/2014",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="5",="1/1/1900 12:15:34 AM",="86771313",="",="Katie",="Kathleen",="Ledecky",="PV",="NCAP",="",="2014 Woodlands Senior Invite",="",="USA",="Shenandoah",="USA",="6/19/2014",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="6",="1/1/1900 12:15:36 AM",="77796396",="",="Katie",="Kathleen",="Ledecky",="PV",="UN",="",="2013 World Champs",="",="USA",="Barcelona",="ESP",="7/30/2013",="Final",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="7",="1/1/1900 12:15:42 AM",="24443378",="",="",="Kate",="Ziegler",="SE",="FISH",="",="2007 CA SMC",="",="USA",="Mission Viejo",="USA",="6/14/2007",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="8",="1/1/1900 12:15:52 AM",="",="",="Janet",="Janet",="Evans",="CA",="TROJ",="",="",="",="USA",="Orlando",="USA",="3/26/1988",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="9",="1/1/1900 12:16:00 AM",="",="",="Janet",="Janet",="Evans",="CA",="TROJ",="",="",="",="USA",="Clovis",="USA",="7/31/1987",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="10",="1/1/1900 12:16:04 AM",="",="",="Kim",="Kimberly",="Linehan",="IL",="UN",="",="",="",="USA",="Ft Lauderdale",="USA",="8/19/1979",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="11",="1/1/1900 12:16:06 AM",="",="",="",="Tracey",="Wickham",="US",="UN",="",="",="",="AUS",="Perth",="AUS",="2/25/1979",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="12",="1/1/1900 12:16:14 AM",="",="",="",="Tracey",="Wickham",="US",="UN",="",="",="",="AUS",="Brisbane",="AUS",="2/8/1978",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="13",="1/1/1900 12:16:24 AM",="",="",="",="Alice",="Brown",="US",="UN",="",="",="",="USA",="Mission Viejo",="USA",="8/25/1977",="",="N",="N",="N"
="World Record Progressions",="2",="",="125",="F",="1500",="FR",="LCM",="14",="1/1/1900 12:16:33 AM",="",="",="",="Jennifer",="Turrall",="US",="UN",="",="",="",="AUS",="Concord",="USA",="8/25/1974",="",="N",="N",="N"
