description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
World Record Progressions,2,,118,M,200,IM,LCM,29,0:02:07,,,,Gunnar,Larsson,US,UN,,,,SWE,Munich,FRG,9/3/1972,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,30,0:02:09,,,,Gary,Hall,AZ,PSC,,,,USA,Chicago,USA,8/6/1972,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,30,0:02:09,,,,Gunnar,Larsson,US,UN,,,,SWE,Barcelona,ESP,9/12/1970,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,32,0:02:09,,,,Gary,Hall,AZ,PSC,,,,USA,Los Angeles,USA,8/23/1970,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,33,0:02:09,,,,Gary,Hall,AZ,PSC,,,,USA,Louisville,USA,8/17/1969,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,34,0:02:10,,,,Charles,Hickcox,US,UN,,,,USA,Long Beach,USA,8/31/1968,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,35,0:02:11,,,Greg,Gregory,Buckingham,US,UN,,,,USA,Oak Park,USA,8/23/1967,,N,N,N
World Record Progressions,2,,118,M,200,IM,LCM,36,0:02:12,,,Greg,Gregory,Buckingham,US,UN,,,,USA,Lincoln,USA,8/21/1966,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,1,0:02:06,99448907,,Katinka,Katinka,Hosszu,PC,UN,,2015 World Champs,,HUN,Kazan,RUS,8/3/2015,Final,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,2,0:02:06,40650477,,Ariana,Ariana,Kukors,US,UN,,2009 World Champs ,,USA,Rome,ITA,7/27/2009,Final,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,3,0:02:07,40553012,,Ariana,Ariana,Kukors,US,UN,,2009 World Champs ,,USA,Rome,ITA,7/26/2009,Semi,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,4,0:02:08,33136296,,,Stephanie,Rice,US,UN,,2008 Olympic Games,,AUS,Beijing,ITA,8/13/2008,Final,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,5,0:02:08,30748825,,,Stephanie,Rice,US,UN,,2008 AUS Olympic Trials,,AUS,Sydney,AUS,3/25/2008,Final,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,6,0:02:09,1077852,,,Yanyan,Wu,US,UN,,1997 US Chinese National Games,,CHN,Shanghai,CHN,10/17/1997,Final,N,Y,N
World Record Progressions,2,,135,F,200,IM,LCM,7,0:02:11,,,Li,Li,Lin,PC,UN,,,,CHN,Barcelona,ESP,7/30/1992,,N,Y,N
World Record Progressions,2,,135,F,200,IM,LCM,8,0:02:11,,,,Ute,Geweniger,US,UN,,,,GDR,Berlin,FRG,7/4/1981,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,9,0:02:13,,,,Petra,Schneider,US,UN,,,,GDR,Magdeburg,GDR,5/24/1980,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,10,0:02:13,,,,Tracy,Caulkins,US,UN,,,,USA,Austin,USA,1/5/1980,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,11,0:02:14,,,,Tracy,Caulkins,US,UN,,,,USA,West Berlin,FRG,8/20/1978,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,12,0:02:15,,,,Tracy,Caulkins,US,UN,,,,USA,Woodlands,USA,8/2/1978,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,13,0:02:15,,,,Ulrike,Tauber,US,UN,,,,GDR,Berlin,FRG,8/28/1977,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,14,0:02:15,,,,Ulrike,Tauber,US,UN,,,,GDR,Jonkoping,GDR,8/20/1977,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,15,0:02:16,,,,Ulrike,Tauber,US,UN,,,,GDR,Leipzig,GDR,7/10/1977,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,16,0:02:17,,,,Kornelia,Ender,US,UN,,,,GDR,Berlin,FRG,6/5/1976,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,17,0:02:18,,,,Ulrike,Tauber,US,UN,,,,GDR,Tallinn,GDR,3/12/1976,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,18,0:02:18,,,,Ulrike,Tauber,US,UN,,,,GDR,Wittenberg,GDR,6/10/1975,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,19,0:02:18,,,,Ulrike,Tauber,US,UN,,,,GDR,Vienna,AUT,8/18/1974,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,20,0:02:20,,,,Andrea,Hubner,US,UN,,,,GDR,Belgrade,SRB,9/4/1973,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,21,0:02:23,,,,Kornelia,Ender,US,UN,,,,GDR,Berlin,FRG,4/13/1973,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,22,0:02:23,,,,Shane,Gould,US,UN,,,,AUS,Munich,FRG,8/28/1972,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,23,0:02:23,,,,Claudia,Kolb,US,UN,,,,USA,Los Angeles,USA,8/25/1968,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,24,0:02:25,,,,Claudia,Kolb,US,UN,,,,USA,Philadelphia,USA,8/18/1967,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,25,0:02:26,,,,Claudia,Kolb,US,UN,,,,USA,Winnipeg,CAN,7/30/1967,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,26,0:02:27,,,,Claudia,Kolb,US,UN,,,,USA,Santa Clara,USA,7/8/1967,,N,N,N
World Record Progressions,2,,135,F,200,IM,LCM,27,0:02:27,,,,Claudia,Kolb,US,UN,,,,USA,Lincoln,USA,8/21/1966,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,1,0:04:03,33081033,,Michael,Michael,Phelps,US,UN,,2008 Olympic Games,,USA,Beijing,CHN,8/10/2008,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,2,0:04:05,32106459,,Michael,Michael,Phelps,US,CW,,2008 Olympic Trials,,USA,Omaha,USA,6/29/2008,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,3,0:04:06,23577434,,Michael,Michael,Phelps,US,CW,,2007 World Champs,,USA,Melbourne,AUS,4/1/2007,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,4,0:04:08,7096660,,Michael,Michael,Phelps,US,UN,,2004 Olympic Games,,USA,Athens,GRE,8/14/2004,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,5,0:04:08,16236598,,Michael,Michael,Phelps,US,NBAC,,2004 US Olympic Trials,,USA,Long Beach,USA,7/7/2004,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,6,0:04:09,23106429,,Michael,Michael,Phelps,US,NBAC,,2003 World Champs,,USA,Barcelona,ESP,7/27/2003,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,7,0:04:10,15665143,,Michael,Michael,Phelps,US,NBAC,,2003 Mutual of Omaha Duel in the Pool ,,USA,Indianapolis,USA,4/6/2003,Final,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,8,0:04:11,1369715,,Michael,Michael,Phelps,US,NBAC,,2002 US Phillips 66 Nationals,,USA,FtLauderdale,USA,8/15/2002,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,9,0:04:11,974515,,,Tom,Dolan,PV,NCAP,,2000 Olympic Games,,USA,Sydney,AUS,9/17/2000,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,10,0:04:12,,,,Tom,Dolan,PV,NCAP,,,,USA,Rome,ITA,9/6/1994,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,11,0:04:12,,,,Tamas,Darnyi,US,UN,,,,HUN,Perth,AUS,1/8/1991,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,12,0:04:14,,,,Tamas,Darnyi,US,UN,,,,HUN,Seoul,KOR,9/21/1988,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,13,0:04:15,,,,Tamas,Darnyi,US,UN,,,,HUN,Strasbourg,FRA,8/19/1987,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,14,0:04:16,,,Dave,David,Wharton,OH,NAAC,,,,USA,Brisbane,AUS,8/14/1987,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,15,0:04:17,,,,Alex,Baumann,US,UN,,,,CAN,Los Angeles,USA,7/30/1984,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,16,0:04:17,,,,Alex,Baumann,US,UN,,,,CAN,Etobicoke,CAN,6/17/1984,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,17,0:04:19,,,,Jens-Peter,Berndt,US,UN,,,,GDR,Magdeburg,GDR,5/23/1984,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,18,0:04:19,,,,Ricardo,Prado,US,UN,,,,BRA,Guayaquil,ECU,8/2/1982,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,19,0:04:20,,,,Jesse,Vassallo,NT,UN,,,,USA,Berlin,GER,8/22/1978,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,20,0:04:23,,,Jesse,Jesus,Vassallo,FG,UN,,,,USA,Woodlands,USA,8/4/1978,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,21,0:04:23,,,,Rodney,Strachan,US,UN,,,,USA,Montreal,CAN,7/25/1976,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,22,0:04:26,,,,Zoltan,Verraszto,US,UN,,,,HUN,Long Beach,USA,4/2/1976,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,23,0:04:28,,,,Hargitay,Andras,US,UN,,,,HUN,Vienna,AUT,8/20/1974,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,24,0:04:30,,,,Gary,Hall,AZ,PSC,,,,USA,Chicago,USA,8/3/1972,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,25,0:04:31,,,,Gary,Hall,AZ,PSC,,,,USA,Los Angeles,USA,8/21/1970,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,26,0:04:33,,,,Gary,Hall,AZ,PSC,,,,USA,Louisville,USA,8/15/1969,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,27,0:04:38,,,,Gary,Hall,AZ,PSC,,,,USA,Santa Clara,USA,7/11/1969,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,28,0:04:39,,,,Charles,Hickcox,US,UN,,,,USA,Long Beach,USA,8/30/1968,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,29,0:04:43,,,,Charles,Hickcox,US,UN,,,,USA,Long Beach,USA,8/30/1968,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,30,0:04:43,,,,Gary,Hall,AZ,PSC,,,,USA,Los Angeles,USA,7/20/1968,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,31,0:04:45,,,Greg,Gregory,Buckingham,US,UN,,,,USA,Santa Clara,USA,7/6/1968,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,32,0:04:45,,,,Andrei,Dunaev,US,UN,,,,RUS,Tallinen,URS,4/3/1968,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,33,0:04:45,,,Dick,Richard,Roth,US,UN,,,,USA,Tokyo,JPN,10/14/1964,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,34,0:04:48,,,Dick,Richard,Roth,US,UN,,,,USA,Los Altos,AUS,7/31/1964,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,35,0:04:50,,,,Gerhard,Hetz,US,UN,,,,GDR,Moscow,URS,10/12/1963,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,36,0:04:51,,,,Ted,Stickles,US,UN,,,,USA,Louisville,USA,7/12/1962,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,37,0:04:51,,,,Ted,Stickles,US,UN,,,,USA,Chicago,USA,6/30/1962,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,38,0:04:53,,,,Gerhard,Hetz,US,UN,,,,GDR,Moscow,URS,5/24/1962,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,39,0:04:55,,,,Ted,Stickles,US,UN,,,,USA,Los Angeles,USA,8/18/1961,,N,N,N
World Record Progressions,2,,119,M,400,IM,LCM,40,0:05:04,,,,Ted,Stickles,US,UN,,,,USA,Chicago,USA,7/1/1961,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,1,0:04:26,110427574,,Katinka,Katinka,Hosszu,PC,UN,,2016 Olympic Games,,HUN,Rio,BRA,8/6/2016,Final,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,2,0:04:28,67544533,,,Shiwen,Ye,US,UN,,2012 Olympic Games,,CHN,London,GBR,7/28/2012,Final,N,Y,N
World Record Progressions,2,,136,F,400,IM,LCM,3,0:04:29,33081034,,,Stephanie,Rice,US,UN,,2008 Olympic Games,,AUS,Beijing,CHN,8/10/2008,Final,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,4,0:04:31,32063393,,Katie,Kathryn,Hoff,FG,NBAC,,2008 Olympic Trials,,USA,Omaha,USA,6/29/2008,Final,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,5,0:04:31,30616649,,,Stephanie,Rice,US,UN,,2008 AUS Olympic Trials,,AUS,Sydney,AUS,3/22/2008,Final,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,6,0:04:32,23577432,,Katie,Kathryn,Hoff,FG,NBAC,,2007 World Champs,,USA,Melbourne,AUS,4/1/2007,Final,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,7,0:04:33,1077854,,,Yana,Klochkova,MR,UN,,2000 Olympic Games,,UKR,Sydney,AUS,9/16/2000,Final,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,8,0:04:34,,,,Yan,Chen,US,UN,,,,CHN,Shanghai,CHN,10/13/1997,,N,Y,N
World Record Progressions,2,,136,F,400,IM,LCM,9,0:04:36,,,,Petra,Schneider,US,UN,,,,GDR,Guayaquil,ECU,8/1/1982,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,10,0:04:36,,,,Petra,Schneider,US,UN,,,,GDR,Moscow,URS,7/26/1980,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,11,0:04:38,,,,Petra,Schneider,US,UN,,,,GDR,Magdeburg,GDR,5/27/1980,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,12,0:04:39,,,,Petra,Schneider,US,UN,,,,GDR,Leningrad,URS,3/30/1980,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,13,0:04:40,,,,Tracy,Caulkins,US,UN,,,,USA,West Berlin,FRG,8/23/1978,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,14,0:04:42,,,,Ulrike,Tauber,US,UN,,,,GDR,Montreal,CAN,7/24/1976,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,15,0:04:48,,,,Birgit,Treiber,US,UN,,,,GDR,Berlin,FRG,6/1/1976,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,16,0:04:52,,,,Ulrike,Tauber,US,UN,,,,GDR,Wittenberg,GDR,6/7/1975,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,17,0:04:52,,,,Ulrike,Tauber,US,UN,,,,GDR,Vienna,AUT,8/21/1974,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,18,0:04:57,,,,Gudrum,Wegner,US,UN,,,,GDR,Belgrade,SRB,9/6/1973,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,19,0:05:01,,,,Angela,Franke,US,UN,,,,GDR,Utrecht,GDR,8/18/1973,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,20,0:05:02,,,,Gail,Neall,US,UN,,,,AUS,Munich,FRG,8/31/1972,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,21,0:05:04,,,,Claudia,Kolb,US,UN,,,,USA,Los Angeles,USA,8/24/1968,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,22,0:05:08,,,,Claudia,Kolb,US,UN,,,,USA,Philadelphia,USA,8/19/1967,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,23,0:05:09,,,,Claudia,Kolb,US,UN,,,,USA,Winnipeg,CAN,8/1/1967,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,24,0:05:11,,,,Claudia,Kolb,US,UN,,,,USA,Santa Clara,USA,7/9/1967,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,25,0:05:14,,,Donna,Donna,de Varona,US,UN,,,,USA,New York,USA,8/30/1964,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,26,0:05:16,,,Donna,Donna,de Varona,US,UN,,,,USA,Lima,PER,3/10/1964,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,27,0:05:21,,,,Sharon,Finneran,US,UN,,,,USA,Osaka,JPN,7/28/1962,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,28,0:05:24,,,Donna,Donna,de Varona,US,UN,,,,USA,Osaka,JPN,7/26/1962,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,29,0:05:27,,,,Sharon,Finneran,US,UN,,,,USA,Osaka,JPN,7/26/1962,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,30,0:05:29,,,Donna,Donna,de Varona,US,UN,,,,USA,Los Altos,USA,6/2/1962,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,31,0:05:34,,,Donna,Donna,de Varona,US,UN,,,,USA,Philadelphia,USA,8/11/1961,,N,N,N
World Record Progressions,2,,136,F,400,IM,LCM,32,0:05:36,,,Donna,Donna,de Varona,US,,,,,USA,Indianapolis,USA,7/15/1960,,N,N,N
World Record Progressions,2,,979,M,400,FR-R,LCM,1,0:03:08,,,Michael,Michael,Phelps,US,,,,,USA,Beijing,CHN,8/11/2008,,N,N,N
World Record Progressions,2,,982,F,400,FR-R,LCM,1,0:03:30,,,,Shayna,Jack,US,,,,,AUS,Gold Coast,AUS,4/5/2018,,N,N,N
World Record Progressions,2,,982,F,400,FR-R,LCM,2,0:03:30,,,,Emma,McKeon,US,,,,,,Rio,,8/6/2016,,N,,N
World Record Progressions,2,,982,F,400,FR-R,LCM,3,0:03:30,,,,Bronte,Campbell,US,,,,,AUS,Glasgow,GBR,7/24/2014,,N,N,N
World Record Progressions,2,,982,F,400,FR-R,LCM,4,0:03:31,,,,Inge,Dekker,US,,,,,NED,Rome,ITA,7/26/2009,,N,N,N
World Record Progressions,2,,63512,X,400,FR-R,LCM,1,0:03:19,,,,Caeleb,Dressel,FL,,,,,USA,Gwangju,KOR,7/27/2019,Final,N,N,N
World Record Progressions,2,,63512,X,400,FR-R,LCM,2,0:03:19,,,,Caeleb,Dressel,FL,,,,,USA,Budapest,HUN,7/29/2017,Final,N,N,N
World Record Progressions,2,,63512,X,400,FR-R,LCM,3,0:03:23,,,,Ryan,Lochte,FL,,,,,USA,Kazan,RUS,8/8/2015,,N,N,N
World Record Progressions,2,,980,M,800,FR-R,LCM,1,0:06:58,,,Michael,Michael,Phelps,US,,,,,USA,Rome,ITA,7/31/2009,,N,N,N
World Record Progressions,2,,983,F,800,FR-R,LCM,1,0:07:41,,,,Ariarne,Titmus,US,,,,,AUS,Gwangju,KOR,7/28/2019,Final,N,N,N
World Record Progressions,2,,983,F,800,FR-R,LCM,2,0:07:42,,,,Yu,Yang,US,,,,,CHN,Rome,ITA,7/30/2009,,N,Y,N
World Record Progressions,2,,981,M,400,MED-R,LCM,1,0:03:27,,,Aaron,Aaron,Peirsol,US,,,,,USA,Rome,ITA,8/2/2009,,N,N,N
World Record Progressions,2,,984,F,400,MED-R,LCM,1,0:03:50,,,,Regan,Smith,MN,,,,,USA,Gwangju,KOR,7/28/2019,Final,N,N,N
World Record Progressions,2,,984,F,400,MED-R,LCM,2,0:03:51,,,Kathleen,Kathleen,Baker,NC,UN,,,,USA,Budapest,HUN,7/30/2017,Final,N,N,N
World Record Progressions,2,,984,F,400,MED-R,LCM,3,0:03:52,,,Missy,Melissa,Franklin,US,,,,,USA,London,GBR,8/4/2012,,N,N,N
World Record Progressions,2,,63513,X,400,MED-R,LCM,1,0:03:38,,,Matt,Matthew,Grevers,AZ,,,,,USA,Budapest,HUN,7/26/2017,,N,N,N
World Record Progressions,2,,63513,X,400,MED-R,LCM,2,0:03:40,,,Ryan,Ryan,Murphy,PC,,,,,USA,Budapest,HUN,7/26/2017,,N,N,N
World Record Progressions,2,,63513,X,400,MED-R,LCM,3,0:03:41,,,Chris,Christopher,Walker-Hebborn,US,,,,,GBR,Kazan,RUS,8/5/2015,,N,N,N
World Record Progressions,2,,63513,X,400,MED-R,LCM,4,0:03:42,,,Ryan,Ryan,Murphy,PC,,,,,USA,Kazan,RUS,8/5/2015,,N,N,N
