description,record_tracking_list_display_format_id,age_group_desc,record_tracking_list_event_id,gender,distance,stroke_code,course_code,RANK,swim_time,individual_time_id,relay_time_id,preferred_name,first_name,last_name,lsc_id,club_code,team_code,ind_meet_name,rel_meet_name,country_code,location,location_country_code,swim_date,session_desc,relay_lead_yn,bios_display_swap_first_last_name_yn,disable_name_swapping_yn
World Record Progressions,2,,113,M,100,BR,LCM,37,0:01:04,,,,John,Hencken,US,UN,,,,USA,Belgrade,SRB,9/4/1973,,N,N,N
World Record Progressions,2,,113,M,100,BR,LCM,38,0:01:04,,,,John,Hencken,US,UN,,,,USA,Belgrade,SRB,9/4/1973,,N,N,N
World Record Progressions,2,,113,M,100,BR,LCM,39,0:01:04,,,,Nobutaka,Taguchi,US,UN,,,,JPN,Munich,FRG,8/30/1972,,N,N,N
World Record Progressions,2,,113,M,100,BR,LCM,40,0:01:05,,,,Nobutaka,Taguchi,US,UN,,,,JPN,Munich,FRG,8/29/1972,,N,N,N
World Record Progressions,2,,113,M,100,BR,LCM,41,0:01:05,,,,John,Hencken,US,UN,,,,USA,Munich,FRG,8/29/1972,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,1,0:01:04,121769568,,Lilly,Lillia,King,IN,IST,,2017 World Champs,,USA,Budapest,HUN,7/25/2017,Final,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,2,0:01:04,77755467,,,Ruta,Meilutyte,CA,UN,,2013 World Champs,,LTU,Barcelona,ESP,7/29/2013,Semi,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,3,0:01:04,41085720,,,Jessica,Hardy,US,TROJ,,2009 U. S. Open,,USA,Federal Way,USA,8/7/2009,Final,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,4,0:01:04,40650481,,Rebecca,Rebecca,Soni,CA,UN,,2009 World Champs ,,USA,Rome,ITA,7/26/2009,Semi,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,5,0:01:05,16590561,,,Leisel,Jones,US,UN,,2006 Common Wealth Games,,AUS,Melbourne,AUS,3/20/2006,Final,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,6,0:01:05,,,,Leisel,Jones,US,UN,,,,AUS,Melbourne,AUS,2/3/2006,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,7,0:01:06,20451147,,Jessica,Jessica,Meichtry,CA,NOVA,,2005 World Champs,,USA,Montreal,CAN,7/24/2005,Semi,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,8,0:01:06,13023626,,,Leisel,Jones,US,UN,,2003 World Champs,,AUS,Barcelona,ESP,7/22/2003,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,9,0:01:06,1077839,,Penelope,Penelope,Heyns,MW,UN,,1999 US Pan Pacific Champs,,RSA,Sydney,AUS,8/23/1999,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,10,0:01:06,,,Penelope,Penelope,Heyns,MW,NA,,,,RSA,Los Angeles,USA,7/18/1999,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,11,0:01:06,,,Penelope,Penelope,Heyns,MW,NA,,,,RSA,Los Angeles,USA,7/18/1999,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,12,0:01:07,,,Penelope,Penelope,Heyns,MW,UN,,,,RSA,Atlanta,USA,7/21/1996,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,13,0:01:07,,,Penelope,Penelope,Heyns,MW,UN,,,,RSA,Durban,RSA,3/4/1996,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,14,0:01:07,,,,Samantha,Riley,US,UN,,,,AUS,Rome,ITA,9/9/1994,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,15,0:01:07,,,,Silke,Horner,US,UN,,,,GDR,Strasbourg,FRA,8/21/1987,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,16,0:01:08,,,,Sylvia,Gerasch,US,UN,,,,GDR,Madrid,ESP,8/21/1986,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,17,0:01:08,,,,Sylvia,Gerasch,US,UN,,,,GDR,Moscow,URS,8/23/1984,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,18,0:01:08,,,,Ute,Geweniger,US,UN,,,,GDR,Rome,ITA,8/25/1983,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,19,0:01:08,,,,Ute,Geweniger,US,UN,,,,GDR,Split,BIH,9/8/1981,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,20,0:01:09,,,,Ute,Geweniger,US,UN,,,,GDR,East Berlin,GDR,7/2/1981,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,21,0:01:09,,,,Ute,Geweniger,US,UN,,,,GDR,Gera,GDR,4/9/1981,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,22,0:01:10,,,,Ute,Geweniger,US,UN,,,,GDR,Moscow,URS,7/24/1980,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,23,0:01:10,,,,Ute,Geweniger,US,UN,,,,GDR,Magdeburg,GDR,5/26/1980,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,24,0:01:10,,,,Yuliya,Bogdanova,US,UN,,,,URS,Berlin,FRG,8/22/1978,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,25,0:01:10,,,,Anke,Hannelore,US,UN,,,,GDR,Montreal,CAN,7/22/1976,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,26,0:01:11,,,,Anke,Hannelore,US,UN,,,,GDR,Montreal,CAN,7/22/1976,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,27,0:01:11,,,,Carola,Nitschke,US,UN,,,,GDR,Berlin,FRG,6/2/1976,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,28,0:01:12,,,,Renate,Vogel,US,UN,,,,GDR,Concord,USA,9/1/1974,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,29,0:01:12,,,,Cristel,Justen,US,UN,,,,FRG,Vienna,AUT,8/22/1974,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,30,0:01:12,,,,Renate,Vogel,US,UN,,,,GDR,Vienna,AUT,8/22/1974,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,31,0:01:13,,,,Catherine,Carr,US,UN,,,,USA,Munich,FRG,9/2/1972,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,32,0:01:14,,,,Catherine,Ball,US,UN,,,,USA,Los Angeles,USA,8/25/1968,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,33,0:01:14,,,,Catherine,Ball,US,UN,,,,USA,Philadelphia,USA,8/19/1967,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,34,0:01:14,,,,Catherine,Ball,US,UN,,,,USA,Winnipeg,CAN,7/31/1967,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,35,0:01:15,,,,Catherine,Ball,US,,,,,USA,Santa Clara,USA,7/7/1967,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,35,0:01:15,,,,Catherine,Ball,US,UN,,,,USA,Ft Lauderdale,USA,12/28/1966,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,37,0:01:15,,,,Svetlana,Galina,US,UN,,,,URS,Leningrad,URS,7/17/1966,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,38,0:01:16,,,,Svetlana,Babanina,US,UN,,,,URS,Tashkent,URS,5/11/1965,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,39,0:01:17,,,,Svetlana,Babanina,US,UN,,,,URS,Moscow,URS,9/3/1964,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,40,0:01:17,,,,Claudia,Kolb,US,UN,,,,USA,Los Angeles,USA,7/11/1964,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,41,0:01:18,,,,Barbara,Gobel,US,UN,,,,GDR,Rostock,GDR,7/1/1961,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,42,0:01:19,,,,Ursela,Kuper,US,UN,,,,GDR,Leipzig,GDR,7/14/1960,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,43,0:01:19,,,,Wiltrud,Urselmann,US,,,,,FRG,Zurich,SUI,3/12/1960,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,44,0:01:19,,,,Karin,Beyer,US,UN,,,,GDR,Leipzig,GDR,9/12/1958,,N,N,N
World Record Progressions,2,,130,F,100,BR,LCM,45,0:01:20,,,,Karin,Beyer,US,UN,,,,GDR,Berlin,FRG,7/20/1958,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,1,0:02:06,143457170,,,Anton,Chupkov,US,UN,,2019 World Champs,,RUS,Gwangju,KOR,7/26/2019,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,2,0:02:06,132570940,,,Ippei,Watanabe,US,UN,,10th Tokyo Swimming Championships,,JPN,Tokyo,JPN,1/27/2017,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,2,0:02:06,143450755,,,Matthew,Wilson,US,UN,,2019 World Champs,,AUS,Gwangju,KOR,7/25/2019,Semi,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,4,0:02:07,67914496,,,Akihiro,Yamaguchi,US,UN,,67th Japan National Sports Festival - Swimming Com,,JPN,Gifu,JPN,9/15/2012,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,5,0:02:07,67606237,,,Daniel,Gyurta,US,UN,,2012 Olympic Games,,HUN,London,GBR,7/28/2012,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,6,0:02:07,40741683,,,Christian,Sprenger,US,UN,,2009 World Champs ,,AUS,Rome,ITA,7/30/2009,Semi,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,7,0:02:07,32367939,,Kosuke,Kosuke,Kitajima,CA,UN,,2008 RUS Invite,,JPN,Tokyo,JPN,6/1/2008,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,8,0:02:08,18992869,,Brendan,Brendan,Hansen,US,TXLA,,2006 Pan Pacific Champs,,USA,Victoria,AUS,8/17/2006,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,9,0:02:08,18947473,,Brendan,Brendan,Hansen,US,TXLA,,2006 CA ConocoPhillips Nats,,USA,Irvine,USA,8/1/2006,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,10,0:02:09,16237137,,Brendan,Brendan,Hansen,US,TXLA,,2004 US Olympic Trials,,USA,Long Beach,USA,7/11/2004,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,11,0:02:09,23239061,,Kosuke,Kosuke,Kitajima,CA,UN,,2003 World Champs,,JPN,Barcelona,ESP,7/24/2003,Final,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,12,0:02:09,,,,Dmitry,Komornikov,US,UN,,,,RUS,Barcelona,ESP,6/15/2003,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,13,0:02:09,,,Kosuke,Kosuke,Kitajima,CA,UN,,,,JPN,Buson,KOR,10/2/2002,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,14,0:02:10,,,,Mike,Barrowman,US,UN,,,,USA,Barcelona,ESP,7/29/1992,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,15,0:02:10,,,,Mike,Barrowman,US,UN,,,,USA,FtLauderdale,USA,8/13/1991,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,16,0:02:11,,,,Mike,Barrowman,US,UN,,,,USA,Perth,AUS,1/11/1991,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,17,0:02:11,,,,Mike,Barrowman,US,UN,,,,USA,Seattle,USA,7/20/1990,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,18,0:02:12,,,,Mike,Barrowman,US,UN,,,,USA,Tokyo,JPN,8/20/1989,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,19,0:02:12,,,,Mike,Barrowman,US,UN,,,,USA,Los Angeles,USA,8/4/1989,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,19,0:02:12,,,,Nick,Gillingham,US,UN,,,,GBR,Bonn,FRG,8/19/1989,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,21,0:02:13,,,,Victor,Davis,US,UN,,,,CAN,Los Angeles,USA,8/2/1984,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,22,0:02:14,,,,Victor,Davis,US,UN,,,,CAN,Etobicoke,CAN,6/17/1984,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,23,0:02:14,,,,Victor,Davis,US,UN,,,,CAN,Guayaquil,ECU,8/5/1982,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,24,0:02:15,,,,David,Wilkie,US,UN,,,,GBR,Montreal,CAN,7/24/1976,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,25,0:02:18,,,,John,Hencken,US,UN,,,,USA,Concord,USA,9/1/1974,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,26,0:02:18,,,,John,Hencken,US,UN,,,,USA,Concord,USA,8/24/1974,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,27,0:02:19,,,,David,Wilkie,US,UN,,,,GBR,Belgrade,SRB,9/6/1973,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,28,0:02:20,,,,John,Hencken,US,UN,,,,USA,Louisville,USA,8/24/1973,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,29,0:02:21,,,,John,Hencken,US,UN,,,,USA,Munich,FRG,9/2/1972,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,30,0:02:22,,,,John,Hencken,US,UN,,,,USA,Chicago,USA,8/5/1972,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,31,0:02:23,,,,Brian,Job,US,UN,,,,USA,Los Angeles,USA,8/22/1970,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,32,0:02:25,,,,Nikolai,Pankin,US,UN,,,,RUS,Magdeburg,URS,4/19/1969,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,33,0:02:26,,,,Nikolai,Pankin,US,UN,,,,RUS,Minsk,URS,3/22/1969,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,34,0:02:27,,,,Vladimir,Kosinsky,US,UN,,,,RUS,Kaley,URS,4/3/1968,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,35,0:02:27,,,,Ian,O'Brien,SE,MM,,,,AUS,Tokyo,JPN,10/15/1965,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,36,0:02:28,,,Chet,Chester,Jastremski,US,UN,,,,USA,New York,USA,8/30/1964,,N,N,N
World Record Progressions,2,,114,M,200,BR,LCM,37,0:02:29,,,Chet,Chester,Jastremski,US,UN,,,,USA,Los Angeles,USA,8/19/1961,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,1,0:02:19,77853910,,,Rikke,Pedersen,US,UN,,2013 World Champs,,DEN,Barcelona,ESP,8/1/2013,Semi,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,2,0:02:19,67623666,,Rebecca,Rebecca,Soni,CA,TROJ,,2012 Olympic Games,,USA,London,GBR,8/2/2012,Final,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,3,0:02:20,,,Rebecca,Rebecca,Soni,CA,,,,,USA,London,GBR,8/1/2012,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,4,0:02:20,40741680,,,Annamay,Pierse,US,UN,,2009 World Champs ,,CAN,Rome,ITA,7/30/2009,Semi,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,5,0:02:20,33152967,,Rebecca,Rebecca,Soni,CA,UN,,2008 Olympic Games,,USA,Beijing,CHN,8/9/2008,Final,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,6,0:02:20,15161883,,,Leisel,Jones,US,UN,,2006 AUS Commonwealth Games Trials,,AUS,Melbourne,AUS,1/29/2006,Final,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,7,0:02:21,18992877,,,Leisel,Jones,US,UN,,2005 World Champs,,AUS,Montreal,CAN,7/24/2005,Final,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,8,0:02:22,16235501,,,Amanda,Beard,PN,FORD,,2004 US Olympic Trials,,USA,Long Beach,USA,7/7/2004,Final,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,9,0:02:22,,,,Leisel,Jones,US,UN,,,,AUS,Brisbane,AUS,7/10/2004,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,10,0:02:22,1998602,,,Amanda,Beard,PN,FORD,,2003 World Champs,,USA,Barcelona,ESP,7/25/2003,Final,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,10,0:02:22,1077842,,,Hui,Qi,US,UN,,2001 Chinese Nationals,,CHN,Hangzhou,CHN,4/13/2001,,N,Y,N
World Record Progressions,2,,131,F,200,BR,LCM,12,0:02:23,,,Penelope,Penelope,Heyns,MW,UN,,,,RSA,Sydney,AUS,8/27/1999,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,13,0:02:24,,,Penelope,Penelope,Heyns,MW,NA,,,,RSA,Sydney,AUS,8/26/1999,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,14,0:02:24,,,Penelope,Penelope,Heyns,MW,NA,,,,RSA,Los Angeles,USA,7/17/1999,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,15,0:02:24,,,Penelope,Penelope,Heyns,MW,NA,,,,RSA,Los Angeles,USA,7/17/1999,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,16,0:02:24,,,,Rebecca,Brown,US,UN,,,,AUS,Queensland,AUS,3/15/1994,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,17,0:02:25,,,,Anita,Nall,US,UN,,,,USA,Indianapolis,USA,3/2/1992,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,18,0:02:25,,,,Anita,Nall,US,UN,,,,USA,Indianapolis,USA,3/2/1992,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,19,0:02:26,,,,Silke,Horner,US,UN,,,,GDR,Seoul,KOR,9/21/1988,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,20,0:02:27,,,,Allison,Higson,US,UN,,,,CAN,Montreal,CAN,5/28/1988,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,21,0:02:27,,,,Silke,Horner,US,UN,,,,GDR,Madrid,ESP,8/18/1986,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,22,0:02:28,,,,Sylvia,Gerasch,US,UN,,,,GDR,Leningrad,URS,3/1/1986,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,23,0:02:28,,,,Silke,Horner,US,UN,,,,GDR,Liepzieg,GDR,6/5/1985,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,24,0:02:28,,,,Lina,Kachusite,US,UN,,,,URS,Potsdam,GDR,4/6/1979,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,25,0:02:31,,,,Svetlana,Varganova,US,UN,,,,URS,Minsk,URS,3/30/1979,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,26,0:02:31,,,,Lina,Kachusite,US,UN,,,,URS,Berlin,FRG,8/24/1978,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,27,0:02:33,,,,Lina,Kachusite,US,UN,,,,URS,Berlin,FRG,8/24/1978,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,28,0:02:33,,,,Yuliya,Bogdanova,US,UN,,,,URS,Leningrad,URS,4/7/1978,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,29,0:02:33,,,,Marina,Koshevaia,US,UN,,,,URS,Montreal,CAN,7/21/1976,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,30,0:02:34,,,,Karla,Linke,US,UN,,,,GDR,Vienna,AUT,8/19/1974,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,31,0:02:37,,,,Karla,Linke,US,UN,,,,GDR,Vienna,AUT,8/19/1974,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,32,0:02:37,,,,Anne-Katrin,Schott,US,UN,,,,GDR,Rostock,GDR,7/6/1974,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,33,0:02:38,,,,Catherine,Ball,US,UN,,,,USA,Los Angeles,USA,8/26/1986,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,34,0:02:39,,,,Catherine,Ball,US,UN,,,,USA,Philadelphia,USA,8/20/1967,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,35,0:02:40,,,,Catherine,Ball,US,UN,,,,USA,Santa Clara,USA,7/9/1967,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,36,0:02:40,,,,Galina,Prosumenschikova,US,UN,,,,URS,Utrecht,URS,8/22/1966,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,37,0:02:43,,,,Irina,Pozdyakova,US,,,,,URS,Moscow,URS,7/16/1966,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,38,0:02:44,,,,Galina,Prosumenschikova,US,,,,,URS,Moscow,URS,3/23/1966,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,39,0:02:45,,,,Galina,Prosumenschikova,US,UN,,,,URS,Groningen,URS,9/12/1965,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,40,0:02:45,,,,Galina,Prosumenschikova,US,UN,,,,URS,Berlin,FRG,5/17/1964,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,41,0:02:47,,,,Galina,Prosumenschikova,US,UN,,,,URS,Blackpool,GBR,4/11/1964,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,42,0:02:48,,,,Karin,Beyer,US,UN,,,,GDR,Budapest,HUN,8/5/1961,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,43,0:02:49,,,,Anita,Lonsborough,US,UN,,,,GBR,Rome,ITA,8/27/1960,,N,N,N
World Record Progressions,2,,131,F,200,BR,LCM,44,0:02:50,,,,Wiltrud,Urselmann,US,UN,,,,GDR,Aachen,FRG,6/6/1960,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,1,0:00:22,131516109,,,Andrii,Govorov,US,UN,,2018 Sette Colli Trophy,,UKR,Rome,ITA,7/1/2018,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,2,0:00:22,40482075,,,Rafael,Munoz,US,UN,,2008 Olympic Invite,,ESP,Malaga,ESP,4/5/2009,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,3,0:00:22,,,,Roland,Schoeman,AZ,FORD,,,,RSA,Montreal,CAN,7/25/2005,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,4,0:00:23,,,,Roland,Schoeman,AZ,FORD,,,,RSA,Montreal,CAN,7/24/2005,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,5,0:00:23,,,,Ian,Crocker,ST,TXLA,,,,USA,Austin,USA,2/29/2004,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,6,0:00:23,,,,Matt,Welsh,US,UN,,,,AUS,Barcelona,ESP,7/21/2003,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,7,0:00:23,,,Geoff,Geoffrey,Huegill,US,UN,,,,AUS,Fukuoka,JPN,7/27/2001,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,8,0:00:23,,,Geoff,Geoffrey,Huegill,US,UN,,,,AUS,Sydney,AUS,3/26/2000,,N,N,N
World Record Progressions,2,,115,M,50,FL,LCM,9,0:00:23,,,,Denis,Pankratov,US,UN,,,,RUS,Mulhouse,FRA,8/11/1996,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,1,0:00:24,87439802,,Sarah,Sarah,Sjostrom,US,UN,,Swedish Championships,,SWE,Boras,SWE,7/5/2014,Final,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,2,0:00:25,40758490,,Therese,Therese,Alshammar,MW,UN,,2009 World Champs ,,SWE,Rome,ITA,7/31/2009,Semi,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,3,0:00:25,40478010,,,Marleen,Veldhuis,US,UN,,2008 Olympic Invite,,NED,Amsterdam,NED,4/19/2009,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,4,0:00:25,,,Therese,Therese,Alshammar,MW,NEB,,,,SWE,Barcelona,ESP,6/13/2007,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,5,0:00:25,,,,Anna-Karin,Kammerling,US,UN,,,,SWE,Berlin,GER,7/30/2002,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,6,0:00:25,,,,Inge,De Bruijn,OR,UN,,,,NED,Sheffield,GBR,5/26/2000,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,7,0:00:25,,,,Inge,De Bruijn,OR,,,,,NED,Monte Carlo,MON,5/20/2000,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,8,0:00:26,,,,Anna-Karin,Kammerling,US,UN,,,,SWE,Istanbul,TUR,7/27/1999,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,9,0:00:26,,,,Anna-Karin,Kammerling,US,UN,,,,SWE,Halmstad,SWE,7/9/1999,,N,N,N
World Record Progressions,2,,132,F,50,FL,LCM,10,0:00:26,,,,Inge,De Bruijn,OR,THSC,,,,NED,Amersfoort,NED,6/27/1996,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,1,0:00:49,143457154,,,Caeleb,Dressel,FL,UN,,2019 World Champs,,USA,Gwangju,KOR,7/26/2019,Semi,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,2,0:00:49,40763822,,Michael,Michael,Phelps,US,UN,,2009 World Champs ,,USA,Rome,ITA,8/1/2009,Final,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,3,0:00:50,40758501,,Milo,Milorad,Cavic,PN,UN,,2009 World Champs ,,SRB,Rome,ITA,7/26/2009,Semi,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,4,0:00:50,40069409,,Michael,Michael,Phelps,US,NBAC,,2009 USA Swimming National Champs,,USA,Indianapolis,USA,7/9/2009,Final,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,5,0:00:50,18992849,,,Ian,Crocker,ST,TXLA,,2005 World Champs,,USA,Montreal,CAN,7/30/2005,Final,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,6,0:00:50,16235734,,,Ian,Crocker,ST,TXLA,,2004 US Olympic Trials,,USA,Long Beach,USA,7/13/2004,Final,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,7,0:00:50,1629234,,,Ian,Crocker,ST,UN,,2003 World Champs,,USA,Barcelona,ESP,7/26/2003,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,8,0:00:51,1626701,,Michael,Michael,Phelps,US,NBAC,,2003 World Champs,,USA,Barcelona,ESP,7/25/2003,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,9,0:00:51,23106463,,,Andriy,Serdinov,US,UN,,2003 World Champs,,UKR,Barcelona,ESP,7/25/2003,Semi,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,10,0:00:51,1077773,,,Michael,Klim,US,UN,,1999 Canberra Invitational,,AUS,Canberra,AUS,12/12/1999,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,11,0:00:52,,,,Michael,Klim,US,UN,,,,AUS,Canberra,AUS,12/10/1999,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,12,0:00:52,,,,Michael,Klim,US,UN,,,,AUS,Brisbane,AUS,10/9/1997,,N,N,N
World Record Progressions,2,,116,M,100,FL,LCM,13,0:00:52,,,,Denis,Pankratov,US,UN,,,,RUS,Atlanta,USA,7/24/1996,,N,N,N
